circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,t_Start,t_PC,t_EE,R_EE,C_snubber,R_snubber,R_Branch,L_Branch,Length_Busbar,L_Busbar_per_m,L_Busbar,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCBXV2.R8,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.L1,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.R1,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.L2,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.R2,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.L5,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.R5,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.L8,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXV3.R8,MCBXV,1,0.1669,4.22E-09,1000000000,0.00784,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH1.L1,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH1.R1,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH1.L2,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH1.R2,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH1.L5,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH1.R5,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.L1,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.R1,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.L2,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.R2,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.L5,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.R5,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.L8,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH2.R8,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.L1,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.R1,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.L2,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.R2,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.L5,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.R5,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.L8,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBXH3.R8,MCBXH,1,0.261977,5.16E-09,1000000000,0.00365,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,2.50E+00,2.00E-01,1.00E+01,2.00E+01,2.85E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A12B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A12B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A23B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A23B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A34B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A34B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A45B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A45B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A56B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A56B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A67B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A67B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A78B1,MCD,77,0.000318703,1.02E-09,1000000000,0.0064286,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A78B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A81B1,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCD.A81B2,MCD,77,0.000318703,1.02E-09,1000000000,0.00633928,0.05,0,0.2,410.01,0.7,8.00E-04,1.00E+00,4.40E-04,1.00E-06,5360,3.50E-07,1.88E-03,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E+00,1.00E+01,2.00E+01,4.10E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A12B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A12B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A23B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A23B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A34B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A34B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A45B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A45B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A56B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A56B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A67B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A67B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A78B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A78B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A81B1,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCO.A81B2,MCO,77,0.00027828,1.29E-08,1000000000,0.026286,0.08,0,0.2,0,0,0,0,0,0,5300,1.80E-07,9.54E-04,0.00E+00,5.00E+01,1.00E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,1.35E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.L1,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.L2,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.L5,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.L8,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.R1,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.R2,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.R5,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RQSX3.R8,MQSX,1,0.014,3.00E-08,1000000000,0.0063,0.05,0,0.2,0,0,0,0,0,0,0,0,0,0.00E+00,1.00E+02,5.50E+02,1.50E+00,1.00E-01,1.00E+01,2.00E+01,4.36E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RU.L4,MU,1,1.2,8.00E-09,3.30E-01,0.00352,5.00E-02,0,0.2,0.205,7.01E-01,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,3.00E-01,1.00E-02,1.00E+01,2.00E+01,2.00E-01,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RU.R4,MU,1,1.2,8.00E-09,3.30E-01,0.0047,5.00E-02,0,0.2,0.205,7.02E-01,0.0008,1,0.00044,1.00E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+02,5.50E+02,3.00E-01,1.00E-02,1.00E+01,2.00E+01,2.00E-01,1.00E-02,1.00E-09,1.00E-09,1.00E+06
