circuit,MagnetName,NumberOfMagnets,L_magnet,C_ground_magnet,R_parallel,R_circuit,R_crowbar,R_ground,I_start,I_end_1,I_end_2,dI_dt,dI_dt2,t_start,t_plateau,t_PC_off,t_PC_switch_off,L_parasitic_series,R_parasitic_series,R_parasitic_parallel
RCBH29.R7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.018598239,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH29.R8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.06481861,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.060169855,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.022079517,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.018541631,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.061662142,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.065221742,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062152107,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.06276861,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.L8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.021168361,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.045874757,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048490211,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047574736,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.051212542,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.046880311,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048558174,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.048941545,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH30.R8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.047827345,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.04811762,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.04742917,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.052089789,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048007695,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.052372618,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.046538462,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.047965806,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.L8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.013822197,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062703801,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.064964307,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.058542426,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.022902718,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.021614277,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062522536,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.062522536,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH31.R8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.034667008,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.060125508,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.021601691,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.063128608,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.061057592,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.06517579,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.021321611,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.065617427,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.L8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.021799374,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.045791987,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048963397,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.018662194,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.016381952,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.013691714,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048503142,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.014368915,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH32.R8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.049065978,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L1B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.048983032,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L2B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048033771,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L3B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.048548838,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L4B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048760071,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L5B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.015943291,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L6B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.046035514,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L7B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.04794003,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.L8B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.048616279,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.022513246,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.064610229,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.060382303,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.063810871,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.021016233,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062143251,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.063453664,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH33.R8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.05963451,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L1B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.061870275,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L2B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062124789,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L3B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.018114494,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L4B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.061878581,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L5B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.018961712,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L6B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.062025527,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L7B1,MCBH,1,6.02,1.00E-09,1.00E+03,0.063520917,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBH34.L8B2,MCBH,1,6.02,1.00E-09,1.00E+03,0.018696367,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.048649312,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.047892525,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.050550083,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L4B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049956115,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L5B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.016557275,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L6B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.049359785,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L7B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.048915317,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.L8B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.050449465,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.063484263,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.068940125,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.062186039,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.023805691,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.062247012,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.064046204,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.065457822,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV11.R8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.0626623,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L1B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.061760143,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L2B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062779727,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L3B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.06422044,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L4B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.062278271,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L5B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.064037841,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L6B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.064523317,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L7B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.019080391,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.L8B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.023304871,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R1B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.050911288,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R2B2,MCBV,1,6.02,1.00E-09,1.00E+03,0.050511899,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
RCBV12.R3B1,MCBV,1,6.02,1.00E-09,1.00E+03,0.047129147,0.08,1.00E+09,0.00E+00,1.00E+01,5.50E+01,5.00E-01,2.50E-01,1.00E+01,2.00E+01,1.55E+02,1.00E-02,1.00E-09,1.00E-09,1.00E+06
